year,countryCode,country,record,cropLand,grazingLand,forestLand,fishingGround,builtupLand,carbon,Qscore,value,GDP,population
2017,61,Equatorial Guinea,AreaPerCap,,,,,,,2A,3.042207132,11225.37207,1262000
2017,61,Equatorial Guinea,AreaTotHA,,,,,,,2A,3839265.401,11225.37207,1262000
2017,61,Equatorial Guinea,BiocapPerCap,,,,,,,2A,3.495349478,11225.37207,1262000
2017,61,Equatorial Guinea,BiocapTotGHA,,,,,,,2A,4411131.041,11225.37207,1262000
2017,61,Equatorial Guinea,Earths,,,,,,,2A,1.22249141,11225.37207,1262000
2017,61,Equatorial Guinea,EFConsPerCap,,,,,,,2A,1.963907592,11225.37207,1262000
2017,61,Equatorial Guinea,EFConsTotGHA,,,,,,,2A,2478451.381,11225.37207,1262000
2017,61,Equatorial Guinea,EFExportsPerCap,,,,,,,2A,0.6152932,11225.37207,1262000
2017,61,Equatorial Guinea,EFExportsTotGHA,,,,,,,2A,776500.019,11225.37207,1262000
2017,61,Equatorial Guinea,EFImportsPerCap,,,,,,,2A,0.237913769,11225.37207,1262000
2017,61,Equatorial Guinea,EFImportsTotGHA,,,,,,,2A,300247.1765,11225.37207,1262000
2017,61,Equatorial Guinea,EFProdPerCap,,,,,,,2A,2.341287024,11225.37207,1262000
2017,61,Equatorial Guinea,EFProdTotGHA,,,,,,,2A,2954704.224,11225.37207,1262000
2017,61,Equatorial Guinea,GDP,,,,,,,,11225.37207,11225.37207,1262000
2017,61,Equatorial Guinea,HDI,,,,,,,,0.583999991,19109.30859,1262000
2017,61,Equatorial Guinea,Population,,,,,,,,1262000,19109.30859,1262000
2017,63,Estonia,AreaPerCap,0.854169973,0.26412458,1.917375938,2.862534928,0.078508502,0,3A,5.97671392,19109.30859,1319390
2017,63,Estonia,AreaTotHA,1126983.333,348483.3333,2529766.667,3776800,103583.3333,0,3A,7885616.667,19109.30859,1319390
2017,63,Estonia,BiocapPerCap,1.231873064,0.102547629,4.006851585,4.271474249,0.113223962,0,3A,9.725970489,19109.30859,1319390
2017,63,Estonia,BiocapTotGHA,1625321.02,135300.3173,5286599.972,5635740.472,149386.565,0,3A,12832348.35,19109.30859,1319390
2017,63,Estonia,Earths,0.271546354,0.093446001,2.420749289,0.052429817,0.070479549,1.961290219,3A,4.869941228,19109.30859,1319390
2017,63,Estonia,EFConsPerCap,0.436233695,0.1501191,3.888884509,0.084227435,0.113223962,3.150772856,3A,7.823461558,19109.30859,1319390
2017,63,Estonia,EFConsTotGHA,575562.3816,198065.6421,5130955.39,111128.8362,149386.565,4157098.245,3A,10322197.06,19109.30859,1319390
2017,63,Estonia,EFExportsPerCap,1.310453363,0.095444884,2.413677385,0.401311217,0,3.926267344,3A,8.147154194,19109.30859,1319390
2017,63,Estonia,EFExportsTotGHA,1728999.082,125929.0263,3184581.841,529486.0126,0,5180277.929,3A,10749273.89,19109.30859,1319390
2017,63,Estonia,EFImportsPerCap,0.514813995,0.143016355,1.337204683,0.222500889,0,2.752551599,3A,4.970087521,19109.30859,1319390
2017,63,Estonia,EFImportsTotGHA,679240.4439,188694.3511,1764294.506,293565.4518,0,3631689.094,3A,6557483.846,19109.30859,1319390
2017,63,Estonia,EFProdPerCap,1.231873064,0.102547629,4.965357212,0.263037762,0.113223962,4.324488602,3A,11.00052823,19109.30859,1319390
2017,63,Estonia,EFProdTotGHA,1625321.02,135300.3173,6551242.725,347049.397,149386.565,5705687.08,3A,14513987.1,19109.30859,1319390
2017,63,Estonia,GDP,,,,,,,,19109.30859,19109.30859,1319390
2017,63,Estonia,HDI,,,,,,,,0.88499999,4663.664063,1319390
2017,63,Estonia,Population,,,,,,,,1319390,4663.664063,1319390
2017,66,Fiji,AreaPerCap,0.284913602,0.199439522,1.276390145,3.410529783,0.04315632,0,3A,5.214429372,4663.664063,877459
2017,66,Fiji,AreaTotHA,250000,175000,1119980,2992600,37867.90085,0,3A,4575447.901,4663.664063,877459
2017,66,Fiji,BiocapPerCap,0.168594292,0.090265991,1.413593481,0.650610935,0.025537248,0,3A,2.348601946,4663.664063,877459
2017,66,Fiji,BiocapTotGHA,147934.5763,79204.70475,1240370.3,570884.4101,22407.88747,0,3A,2060801.878,4663.664063,877459
2017,66,Fiji,Earths,0.24574337,0.122399859,0.48349026,0.402685759,0.015896403,0.486851253,3A,1.757066904,4663.664063,877459
2017,66,Fiji,EFConsPerCap,0.394781727,0.196632885,0.776717271,0.646906484,0.025537248,0.782116638,3A,2.822692252,4663.664063,877459
2017,66,Fiji,EFConsTotGHA,346404.7728,172537.2917,681537.5476,567633.9067,22407.88747,686275.2708,3A,2476796.677,4663.664063,877459
2017,66,Fiji,EFExportsPerCap,0.094844186,0.008282197,0.009359297,0.353607985,0,0.263700567,3A,0.729794232,4663.664063,877459
2017,66,Fiji,EFExportsTotGHA,83221.88285,7267.288154,8212.399457,310276.5034,0,231386.4319,3A,640364.5058,4663.664063,877459
2017,66,Fiji,EFImportsPerCap,0.32103162,0.114649091,0.136358731,0.364105389,0,0.608808275,3A,1.544953107,4663.664063,877459
2017,66,Fiji,EFImportsTotGHA,281692.0794,100599.8751,119649.1937,319487.5453,0,534204.2907,3A,1355632.984,4663.664063,877459
2017,66,Fiji,EFProdPerCap,0.168594292,0.090265991,0.649717837,0.63640908,0.025537248,0.43700893,3A,2.007533378,4663.664063,877459
2017,66,Fiji,EFProdTotGHA,147934.5763,79204.70475,570100.7533,558422.8649,22407.88747,383457.412,3A,1761528.199,4663.664063,877459
2017,66,Fiji,GDP,,,,,,,,4663.664063,4663.664063,877459
2017,66,Fiji,HDI,,,,,,,,0.74000001,48086.66797,877459
2017,66,Fiji,Population,,,,,,,,877459,48086.66797,877459
2017,67,Finland,AreaPerCap,0.507408613,0.131618814,4.405087329,1.976042212,0.086167321,0,3A,7.10632429,48086.66797,5511370
2017,67,Finland,AreaTotHA,2796516.667,725400,24278066.67,10890700,474900,0,3A,39165583.33,48086.66797,5511370
2017,67,Finland,BiocapPerCap,0.66123109,0.076989277,9.162908737,2.271378511,0.112289209,0,3A,12.28479682,48086.66797,5511370
2017,67,Finland,BiocapTotGHA,3644289.271,424316.4021,50500181.4,12518407.65,618867.3915,0,3A,67706062.11,48086.66797,5511370
2017,67,Finland,Earths,0.475745735,0.114645937,0.375543733,0.147464873,0.069897685,2.530526058,3A,3.71382402,48086.66797,5511370
2017,67,Finland,EFConsPerCap,0.76427585,0.184176366,0.603303371,0.23689932,0.112289209,4.065238657,3A,5.966182772,48086.66797,5511370
2017,67,Finland,EFConsTotGHA,4212207.079,1015064.12,3325028.168,1305639.833,618867.3915,22405034.85,3A,32881841.44,48086.66797,5511370
2017,67,Finland,EFExportsPerCap,0.243298457,0.021516553,8.093633808,0.084893023,0,1.763962202,3A,10.20730404,48086.66797,5511370
2017,67,Finland,EFExportsTotGHA,1340907.844,118585.6861,44607011.51,467876.8674,0,9721848.57,3A,56256230.48,48086.66797,5511370
2017,67,Finland,EFImportsPerCap,0.346343216,0.128703642,1.17318641,0.154727137,0,3.091136058,3A,4.894096462,48086.66797,5511370
2017,67,Finland,EFImportsTotGHA,1908825.651,709333.4042,6465864.523,852758.5177,0,17036394.9,3A,26973176.99,48086.66797,5511370
2017,67,Finland,EFProdPerCap,0.66123109,0.076989277,7.523750768,0.167065206,0.112289209,2.738064801,3A,11.27939035,48086.66797,5511370
2017,67,Finland,EFProdTotGHA,3644289.271,424316.4021,41466175.15,920758.1827,618867.3915,15090488.52,3A,62164894.93,48086.66797,5511370
2017,67,Finland,GDP,,,,,,,,48086.66797,48086.66797,5511370
2017,67,Finland,HDI,,,,,,,,0.935000002,229200.3125,5511370
2017,67,Finland,Population,,,,,,,,5511370,229200.3125,5511370
2017,68,France,AreaPerCap,0.367738691,0.165863918,0.237996345,0.357895013,0.050954648,0,3A,1.180448614,229200.3125,64880896
2017,68,France,AreaTotHA,23859216.67,10761400,15441416.67,23220550,3305983.333,0,3A,76588566.67,229200.3125,64880896
2017,68,France,BiocapPerCap,1.180320179,0.157779835,0.875208946,0.110345742,0.163547651,0,3A,2.487202353,229200.3125,64880896
2017,68,France,BiocapTotGHA,76580233.69,10236897.45,56784342.73,7159330.873,10611118.54,0,3A,161371923.3,229200.3125,64880896
2017,68,France,Earths,0.606410653,0.152460078,0.313395645,0.130077283,0.101804993,1.622212422,3A,2.926361074,229200.3125,64880896
2017,68,France,EFConsPerCap,0.974186383,0.244924015,0.503463732,0.20896651,0.163547651,2.606051269,3A,4.701139561,229200.3125,64880896
2017,68,France,EFConsTotGHA,63206087.79,15890890.16,32665179.26,13557934.91,10611118.54,169082947.7,3A,305014158.4,229200.3125,64880896
2017,68,France,EFExportsPerCap,0.669462772,0.058893381,0.271038127,0.053632513,0,0.844819106,3A,1.8978459,229200.3125,64880896
2017,68,France,EFExportsTotGHA,43435346.14,3821055.495,17585197.22,3479725.634,0,54812622.62,3A,123133947.1,229200.3125,64880896
2017,68,France,EFImportsPerCap,0.463328976,0.146037562,0.357811015,0.132816266,0,1.705284586,3A,2.805278405,229200.3125,64880896
2017,68,France,EFImportsTotGHA,30061200.25,9475048.206,23215100.11,8617238.674,0,110640396,3A,182008983.3,229200.3125,64880896
2017,68,France,EFProdPerCap,1.180320179,0.157779835,0.416690845,0.129782757,0.163547651,1.745585789,3A,3.793707056,229200.3125,64880896
2017,68,France,EFProdTotGHA,76580233.69,10236897.45,27035276.37,8420421.873,10611118.54,113255174.3,3A,246139122.2,229200.3125,64880896
2017,68,France,GDP,,,,,,,,229200.3125,229200.3125,64880896
2017,68,France,HDI,,,,,,,,0.897000015,37929.42578,64880896
2017,68,France,Population,,,,,,,,64880896,37929.42578,64880896
2017,69,French Guiana,AreaPerCap,,,,,,,2A,45.76701823,37929.42578,275191
2017,69,French Guiana,AreaTotHA,,,,,,,2A,12594671.95,37929.42578,275191
2017,69,French Guiana,BiocapPerCap,,,,,,,2A,94.89197863,37929.42578,275191
2017,69,French Guiana,BiocapTotGHA,,,,,,,2A,26113419.4,37929.42578,275191
2017,69,French Guiana,Earths,,,,,,,2A,1.237871445,37929.42578,275191
2017,69,French Guiana,EFConsPerCap,,,,,,,2A,1.988615305,37929.42578,275191
2017,69,French Guiana,EFConsTotGHA,,,,,,,2A,547249.0534,37929.42578,275191
2017,69,French Guiana,EFExportsPerCap,,,,,,,2A,0.115009417,37929.42578,275191
2017,69,French Guiana,EFExportsTotGHA,,,,,,,2A,31649.55764,37929.42578,275191
2017,69,French Guiana,EFImportsPerCap,,,,,,,2A,0.709328684,37929.42578,275191
2017,69,French Guiana,EFImportsTotGHA,,,,,,,2A,195200.8768,37929.42578,275191
2017,69,French Guiana,EFProdPerCap,,,,,,,2A,1.394296038,37929.42578,275191
2017,69,French Guiana,EFProdTotGHA,,,,,,,2A,383697.7343,37929.42578,275191
2017,69,French Guiana,GDP,,,,,,,,37929.42578,37929.42578,275191
2017,69,French Guiana,Population,,,,,,,,275191,4512.76123,275191
2017,70,French Polynesia,AreaPerCap,,,,,,,2B,3.260606709,4512.76123,276102
2017,70,French Polynesia,AreaTotHA,,,,,,,2B,900260,4512.76123,276102
2017,70,French Polynesia,BiocapPerCap,,,,,,,2B,1.329817893,4512.76123,276102
2017,70,French Polynesia,BiocapTotGHA,,,,,,,2B,367165.3661,4512.76123,276102
2017,70,French Polynesia,Earths,,,,,,,2B,2.445440394,4512.76123,276102
2017,70,French Polynesia,EFConsPerCap,,,,,,,2B,3.928550268,4512.76123,276102
2017,70,French Polynesia,EFConsTotGHA,,,,,,,2B,1084680.546,4512.76123,276102
2017,70,French Polynesia,EFExportsPerCap,,,,,,,2B,0.276293846,4512.76123,276102
2017,70,French Polynesia,EFExportsTotGHA,,,,,,,2B,76285.28067,4512.76123,276102
2017,70,French Polynesia,EFImportsPerCap,,,,,,,2B,2.10058577,4512.76123,276102
2017,70,French Polynesia,EFImportsTotGHA,,,,,,,2B,579975.9108,4512.76123,276102
2017,70,French Polynesia,EFProdPerCap,,,,,,,2B,2.104258344,4512.76123,276102
2017,70,French Polynesia,EFProdTotGHA,,,,,,,2B,580989.9157,4512.76123,276102
2017,70,French Polynesia,Population,,,,,,,,276102,4512.76123,276102
2017,72,Djibouti,AreaPerCap,,,,,,,2A,2.079345071,4512.76123,944099
2017,72,Djibouti,AreaTotHA,,,,,,,2A,1963107.601,4512.76123,944099
2017,72,Djibouti,BiocapPerCap,,,,,,,2A,0.717224469,4512.76123,944099
2017,72,Djibouti,BiocapTotGHA,,,,,,,2A,677130.9033,4512.76123,944099
2017,72,Djibouti,Earths,,,,,,,2A,1.647256628,4512.76123,944099
2017,72,Djibouti,EFConsPerCap,,,,,,,2A,2.646284278,4512.76123,944099
2017,72,Djibouti,EFConsTotGHA,,,,,,,2A,2498354.338,4512.76123,944099
2017,72,Djibouti,EFExportsPerCap,,,,,,,2A,0.444353734,4512.76123,944099
2017,72,Djibouti,EFExportsTotGHA,,,,,,,2A,419513.9157,4512.76123,944099
2017,72,Djibouti,EFImportsPerCap,,,,,,,2A,2.187529083,4512.76123,944099
2017,72,Djibouti,EFImportsTotGHA,,,,,,,2A,2065244.018,4512.76123,944099
2017,72,Djibouti,EFProdPerCap,,,,,,,2A,0.903108928,4512.76123,944099
2017,72,Djibouti,EFProdTotGHA,,,,,,,2A,852624.2354,4512.76123,944099
2017,72,Djibouti,HDI,,,,,,,,0.50999999,4512.76123,944099
2017,72,Djibouti,Population,,,,,,,,944099,4512.76123,944099
2017,73,Georgia,AreaPerCap,,,,,,,2A,1.404260471,4512.76123,4008720
2017,73,Georgia,AreaTotHA,,,,,,,2A,5629286.993,4512.76123,4008720
2017,73,Georgia,BiocapPerCap,,,,,,,2A,1.229491679,4512.76123,4008720
2017,73,Georgia,BiocapTotGHA,,,,,,,2A,4928687.849,4512.76123,4008720
2017,73,Georgia,Earths,,,,,,,2A,1.330265558,4512.76123,4008720
2017,73,Georgia,EFConsPerCap,,,,,,,2A,2.137044569,4512.76123,4008720
2017,73,Georgia,EFConsTotGHA,,,,,,,2A,8566813.242,4512.76123,4008720
2017,73,Georgia,EFExportsPerCap,,,,,,,2A,0.408948088,4512.76123,4008720
2017,73,Georgia,EFExportsTotGHA,,,,,,,2A,1639358.369,4512.76123,4008720
2017,73,Georgia,EFImportsPerCap,,,,,,,2A,1.124106067,4512.76123,4008720
2017,73,Georgia,EFImportsTotGHA,,,,,,,2A,4506226.438,4512.76123,4008720
2017,73,Georgia,EFProdPerCap,,,,,,,2A,1.421886591,4512.76123,4008720
2017,73,Georgia,EFProdTotGHA,,,,,,,2A,5699945.173,4512.76123,4008720
2017,73,Georgia,GDP,,,,,,,,4512.76123,4512.76123,4008720
2017,73,Georgia,HDI,,,,,,,,0.799000025,9212.972656,4008720
2017,73,Georgia,Population,,,,,,,,4008720,9212.972656,4008720
2017,74,Gabon,AreaPerCap,,,,,,,2A,14.77362917,9212.972656,2064820
2017,74,Gabon,AreaTotHA,,,,,,,2A,30504886,9212.972656,2064820
2017,74,Gabon,BiocapPerCap,,,,,,,2A,19.44619114,9212.972656,2064820
2017,74,Gabon,BiocapTotGHA,,,,,,,2A,40152885.71,9212.972656,2064820
2017,74,Gabon,Earths,,,,,,,2A,1.287623218,9212.972656,2064820
2017,74,Gabon,EFConsPerCap,,,,,,,2A,2.068540517,9212.972656,2064820
2017,74,Gabon,EFConsTotGHA,,,,,,,2A,4271163.972,9212.972656,2064820
2017,74,Gabon,EFExportsPerCap,,,,,,,2A,0.484290486,9212.972656,2064820
2017,74,Gabon,EFExportsTotGHA,,,,,,,2A,999972.7148,9212.972656,2064820
2017,74,Gabon,EFImportsPerCap,,,,,,,2A,0.773256629,9212.972656,2064820
2017,74,Gabon,EFImportsTotGHA,,,,,,,2A,1596635.805,9212.972656,2064820
2017,74,Gabon,EFProdPerCap,,,,,,,2A,1.779574375,9212.972656,2064820
2017,74,Gabon,EFProdTotGHA,,,,,,,2A,3674500.882,9212.972656,2064820
2017,74,Gabon,GDP,,,,,,,,9212.972656,9212.972656,2064820
2017,74,Gabon,HDI,,,,,,,,0.694000006,760.1246948,2064820
2017,74,Gabon,Population,,,,,,,,2064820,760.1246948,2064820
2017,75,Gambia,AreaPerCap,0.201003673,0.072270984,0.117381628,0.283392594,0.026561349,0,3A,0.700610228,760.1246948,2213890
2017,75,Gambia,AreaTotHA,445000,160000,259870,627400,58803.90167,0,3A,1551073.902,760.1246948,2213890
2017,75,Gambia,BiocapPerCap,0.146428997,0.031547182,0.086779932,0.258160141,0.019349655,0,3A,0.542265908,760.1246948,2213890
2017,75,Gambia,BiocapTotGHA,324177.6775,69841.98844,192121.2151,571538.1262,42838.0051,0,3A,1200517.012,760.1246948,2213890
2017,75,Gambia,Earths,0.296451875,0.030029282,0.088011169,0.044172359,0.012044755,0.168624108,3A,0.639333549,760.1246948,2213890
2017,75,Gambia,EFConsPerCap,0.476243909,0.048241431,0.141388153,0.070961997,0.019349655,0.270891201,3A,1.027076346,760.1246948,2213890
2017,75,Gambia,EFConsTotGHA,1054351.577,106801.217,313017.8029,157102.0475,42838.0051,599723.2917,3A,2273833.941,760.1246948,2213890
2017,75,Gambia,EFExportsPerCap,0.012922517,0.000562824,0.081996166,0.006989604,0,0.009584464,3A,0.112055574,760.1246948,2213890
2017,75,Gambia,EFExportsTotGHA,28609.03007,1246.029787,181530.4823,15474.21354,0,21218.94743,3A,248078.7031,760.1246948,2213890
2017,75,Gambia,EFImportsPerCap,0.342737429,0.017257072,0.006967151,0.008030404,0,0.191482664,3A,0.56647472,760.1246948,2213890
2017,75,Gambia,EFImportsTotGHA,758782.9295,38205.25838,15424.50476,17778.43004,0,423921.5335,3A,1254112.656,760.1246948,2213890
2017,75,Gambia,EFProdPerCap,0.146428997,0.031547182,0.216417168,0.069921197,0.019349655,0.088993001,3A,0.5726572,760.1246948,2213890
2017,75,Gambia,EFProdTotGHA,324177.6775,69841.98844,479123.7804,154797.831,42838.0051,197020.7056,3A,1267799.988,760.1246948,2213890
2017,75,Gambia,GDP,,,,,,,,760.1246948,760.1246948,2213890
2017,75,Gambia,HDI,,,,,,,,0.479999989,46916.82422,2213890
2017,75,Gambia,Population,,,,,,,,2213890,46916.82422,2213890
2017,79,Germany,AreaPerCap,0.169627853,0.081124848,0.133579691,0.07185759,0.04098172,0,3A,0.497171702,46916.82422,82658400
2017,79,Germany,AreaTotHA,14021166.67,6705650,11041483.33,5939633.333,3387483.333,0,3A,41095416.67,46916.82422,82658400
2017,79,Germany,BiocapPerCap,0.614792364,0.081916211,0.683979701,0.072538959,0.148532496,0,3A,1.601759732,46916.82422,82658400
2017,79,Germany,BiocapTotGHA,50817752.22,6771062.803,56536666.64,5995954.167,12277458.27,0,3A,132398894.1,46916.82422,82658400
2017,79,Germany,Earths,0.472496611,0.122010477,0.337270804,0.028168193,0.092458373,1.94148653,3A,2.993890987,46916.82422,82658400
2017,79,Germany,EFConsPerCap,0.759056198,0.19600735,0.541818688,0.045251629,0.148532496,3.118958632,3A,4.809624993,46916.82422,82658400
2017,79,Germany,EFConsTotGHA,62742369.67,16201653.66,44785864.99,3740427.151,12277458.27,257808125.3,3A,397555899,46916.82422,82658400
2017,79,Germany,EFExportsPerCap,0.627546207,0.066206838,0.650625105,0.081854554,0,2.450631549,3A,3.876864253,46916.82422,82658400
2017,79,Germany,EFExportsTotGHA,51871964.43,5472551.231,53779629.13,6765966.368,0,202565279,3A,320455390.1,46916.82422,82658400
2017,79,Germany,EFImportsPerCap,0.771810041,0.180297978,0.725723066,0.104852417,0,2.477308416,3A,4.259991918,46916.82422,82658400
2017,79,Germany,EFImportsTotGHA,63796581.88,14903142.08,59987106.34,8666932.882,0,204770346.1,3A,352124109.3,46916.82422,82658400
2017,79,Germany,EFProdPerCap,0.614792364,0.081916211,0.466720727,0.022253766,0.148532496,3.092281764,3A,4.426497329,46916.82422,82658400
2017,79,Germany,EFProdTotGHA,50817752.22,6771062.803,38578387.78,1839460.637,12277458.27,255603058.2,3A,365887179.9,46916.82422,82658400
2017,79,Germany,GDP,,,,,,,,46916.82422,46916.82422,82658400
2017,79,Germany,HDI,,,,,,,,0.943000019,5772.854004,82658400
2017,79,Germany,Population,,,,,,,,82658400,5772.854004,82658400
2017,80,Bosnia and Herzegovina,AreaPerCap,0.409734486,0.252641586,0.793401198,0.010701612,0.026410902,0,3A,1.492889785,5772.854004,3351520
2017,80,Bosnia and Herzegovina,AreaTotHA,1373233.333,846733.3333,2659100,35866.66667,88516.66667,0,3A,5003450,5772.854004,3351520
2017,80,Bosnia and Herzegovina,BiocapPerCap,0.340004031,0.239034946,1.244929267,0.003861776,0.021916176,0,3A,1.849746195,5772.854004,3351520
2017,80,Bosnia and Herzegovina,BiocapTotGHA,1139530.316,801130.4056,4172405.361,12942.81963,73452.50268,0,3A,6199461.405,5772.854004,3351520
2017,80,Bosnia and Herzegovina,Earths,0.461987412,0.235059189,0.339172304,0.014615119,0.013642361,1.256436504,3A,2.320912889,5772.854004,3351520
2017,80,Bosnia and Herzegovina,EFConsPerCap,0.742173383,0.377617807,0.544873409,0.023478891,0.021916176,2.018439696,3A,3.728499363,5772.854004,3351520
2017,80,Bosnia and Herzegovina,EFConsTotGHA,2487408.952,1265593.641,1826154.139,78689.97378,73452.50268,6764841.048,3A,12496140.26,5772.854004,3351520
2017,80,Bosnia and Herzegovina,EFExportsPerCap,0.207450726,0.045321392,0.409989713,0.004482039,0,1.439837589,3A,2.107081459,5772.854004,3351520
2017,80,Bosnia and Herzegovina,EFExportsTotGHA,695275.2597,151895.553,1374088.732,15021.64287,0,4825644.504,3A,7061925.691,5772.854004,3351520
2017,80,Bosnia and Herzegovina,EFImportsPerCap,0.609620078,0.22054311,0.188573801,0.027822525,0,1.068521588,3A,2.115081103,5772.854004,3351520
2017,80,Bosnia and Herzegovina,EFImportsTotGHA,2043153.896,739154.6493,632008.8702,93247.74912,0,3581171.495,3A,7088736.66,5772.854004,3351520
2017,80,Bosnia and Herzegovina,EFProdPerCap,0.340004031,0.202396089,0.766289321,0.000138405,0.021916176,2.389755696,3A,3.720499718,5772.854004,3351520
2017,80,Bosnia and Herzegovina,EFProdTotGHA,1139530.316,678334.5449,2568234.001,463.8675415,73452.50268,8009314.057,3A,12469329.29,5772.854004,3351520
2017,80,Bosnia and Herzegovina,GDP,,,,,,,,5772.854004,5772.854004,3351520
2017,80,Bosnia and Herzegovina,HDI,,,,,,,,0.773999989,1739.467529,3351520
2017,80,Bosnia and Herzegovina,Population,,,,,,,,3351520,1739.467529,3351520
2017,81,Ghana,AreaPerCap,0.25410779,0.253763027,0.273476298,0.115038717,0.031018389,0,3A,0.92740422,1739.467529,29121500
2017,81,Ghana,AreaTotHA,7400000,7389960,7964040,3350100,903302.002,0,3A,27007402,1739.467529,29121500
2017,81,Ghana,BiocapPerCap,0.757557632,0.197791595,0.212011209,0.052331893,0.092473422,0,3A,1.312165752,1739.467529,29121500
2017,81,Ghana,BiocapTotGHA,22061214.57,5759987.939,6174084.428,1523983.236,2692964.769,0,3A,38212234.94,1739.467529,29121500
2017,81,Ghana,Earths,0.399668718,0.045879724,0.410975281,0.116066365,0.057562772,0.253564342,3A,1.283717201,1739.467529,29121500
2017,81,Ghana,EFConsPerCap,0.642059668,0.073704844,0.660223433,0.186458255,0.092473422,0.407345959,3A,2.062265581,1739.467529,29121500
2017,81,Ghana,EFConsTotGHA,18697740.62,2146395.609,19226696.69,5429944.068,2692964.769,11862525.34,3A,60056267.1,1739.467529,29121500
2017,81,Ghana,EFExportsPerCap,0.244894475,0.000476974,0.011804355,0.019104001,0,0.052225566,3A,0.32850537,1739.467529,29121500
2017,81,Ghana,EFExportsTotGHA,7131694.443,13890.19149,343760.5148,556337.1535,0,1520886.833,3A,9566569.136,1739.467529,29121500
2017,81,Ghana,EFImportsPerCap,0.129396511,0.015914915,0.012888323,0.089521063,0,0.271958075,3A,0.519678887,1739.467529,29121500
2017,81,Ghana,EFImportsTotGHA,3768220.489,463466.2098,375327.2977,2606987.63,0,7919827.083,3A,15133828.71,1739.467529,29121500
2017,81,Ghana,EFProdPerCap,0.757557632,0.058266902,0.659139464,0.116041193,0.092473422,0.18761345,3A,1.871092064,1739.467529,29121500
2017,81,Ghana,EFProdTotGHA,22061214.57,1696819.591,19195129.91,3379293.592,2692964.769,5463585.094,3A,54489007.53,1739.467529,29121500
2017,81,Ghana,GDP,,,,,,,,1739.467529,1739.467529,29121500
2017,81,Ghana,HDI,,,,,,,,0.601999998,23052.98633,29121500
2017,81,Ghana,Population,,,,,,,,29121500,23052.98633,29121500
2017,84,Greece,AreaPerCap,0.471545485,0.330387751,0.352342432,0.653928757,0.041030008,0,3A,1.849234432,23052.98633,10569500
2017,84,Greece,AreaTotHA,4984000,3492033.333,3724083.333,6911700,433666.6667,0,3A,19545483.33,23052.98633,10569500
2017,84,Greece,BiocapPerCap,0.902872204,0.149049795,0.218740541,0.181067149,0.078560509,0,3A,1.530290199,23052.98633,10569500
2017,84,Greece,BiocapTotGHA,9542907.759,1575381.809,2311978.148,1913789.233,830345.3046,0,3A,16174402.25,23052.98633,10569500
2017,84,Greece,Earths,0.68008578,0.237636722,0.187011124,0.058951796,0.048902274,1.602191338,3A,2.814779035,23052.98633,10569500
2017,84,Greece,EFConsPerCap,1.092543977,0.381758562,0.300429568,0.094704861,0.078560509,2.573887805,3A,4.521885283,23052.98633,10569500
2017,84,Greece,EFConsTotGHA,11547643.56,4034997.125,3175390.321,1000983.032,830345.3046,27204707.16,3A,47794066.5,23052.98633,10569500
2017,84,Greece,EFExportsPerCap,0.375310004,0.029541626,0.03482142,0.098447731,0,1.010361168,3A,1.548481948,23052.98633,10569500
2017,84,Greece,EFExportsTotGHA,3966839.088,312240.211,368044.9937,1040543.293,0,10679012.36,3A,16366679.95,23052.98633,10569500
2017,84,Greece,EFImportsPerCap,0.564981777,0.262250393,0.259604951,0.150303383,0,1.396508378,3A,2.633648881,23052.98633,10569500
2017,84,Greece,EFImportsTotGHA,5971574.892,2771855.527,2743894.525,1588631.604,0,14760395.3,3A,27836351.85,23052.98633,10569500
2017,84,Greece,EFProdPerCap,0.902872204,0.149049795,0.075646037,0.04284921,0.078560509,2.187740595,3A,3.43671835,23052.98633,10569500
2017,84,Greece,EFProdTotGHA,9542907.759,1575381.809,799540.7899,452894.7213,830345.3046,23123324.22,3A,36324394.6,23052.98633,10569500
2017,84,Greece,GDP,,,,,,,,23052.98633,23052.98633,10569500
2017,84,Greece,HDI,,,,,,,,0.879000008,8775.898438,10569500
2017,84,Greece,Population,,,,,,,,10569500,8775.898438,10569500
2017,86,Grenada,AreaPerCap,,,,,,,2B,2.299006068,8775.898438,110874
2017,86,Grenada,AreaTotHA,,,,,,,2B,254900,8775.898438,110874
2017,86,Grenada,BiocapPerCap,,,,,,,2B,2.152029273,8775.898438,110874
2017,86,Grenada,BiocapTotGHA,,,,,,,2B,238604.0948,8775.898438,110874
2017,86,Grenada,Earths,,,,,,,2B,1.613412927,8775.898438,110874
2017,86,Grenada,EFConsPerCap,,,,,,,2B,2.59191506,8775.898438,110874
2017,86,Grenada,EFConsTotGHA,,,,,,,2B,287375.9918,8775.898438,110874
2017,86,Grenada,EFExportsPerCap,,,,,,,2B,0.337432173,8775.898438,110874
2017,86,Grenada,EFExportsTotGHA,,,,,,,2B,37412.45493,8775.898438,110874
2017,86,Grenada,EFImportsPerCap,,,,,,,2B,1.227462704,8775.898438,110874
2017,86,Grenada,EFImportsTotGHA,,,,,,,2B,136093.7005,8775.898438,110874
2017,86,Grenada,EFProdPerCap,,,,,,,2B,1.701884529,8775.898438,110874
2017,86,Grenada,EFProdTotGHA,,,,,,,2B,188694.7463,8775.898438,110874
2017,86,Grenada,GDP,,,,,,,,8775.898438,8775.898438,110874
